metric,value
false_positives_value,"439 Main St., Lykens, PA 17048 was made to the Department of State of Pennsylvania at Harrisburg, Pennsylvania on the 14th day of March, 2024 pursuant to the Act of Assembly of December 16, 1982, Act 295."
false_positives_value,"183 Market Street, Suite 100, Kingston, m22-a5 PA 18704-5444 ESTATE OF BETTY GEESAMAN a/k/a BETTY M. GEESAMAN, late of East Hanover Township, Dauphin County, PA (died: February 20, 2024)"
false_positives_value,"202470041; $10,629.92."
false_positives_value,"33,34,35 Castagna, Cathleen Ann a/k/a Cathy Castagna a/k/a Cathleen A. Castagna Late of Petters Twp. Washington Co., PA File No. 63-24-0210 The Register of Wills has granted Letters on the Estate of the Decedent."
false_positives_value,6. SMITH.
false_positives_value,"15, 2024, a Petition for a Change of Name was filed in the above named Court, praying for a decree to change the name(s) of Tawanda June Armstead to Tawanda June Carwise."
false_positives_value,"resi- Hand Money $9,006.58 Hand Money $10,767.18"
false_positives_value,thirty (30) days from the date of this issue but this should not discourage the submission of notice of errors after thirty (30) days since they will be handled in some way if at all possible.
false_positives_value,"001357—$337,023.50 Nathalie Paul, Esq. McCabe, Weisberg & Conway, LLC 215-790-1010 In the Commonwealth of Pennsylvania, County of Allegheny, Township of Findlay: Having erected thereon a dwelling being known and numbered as 236 Horse Shoe Drive, Clinton, Pennsylvania 15026."
false_positives_value,"91 Larry Holmes Drive, Suite 200, Easton, PA 18042 EDWARDS, ROSE MARIE, dec’d."
false_positives_value,"1000 Floral Vale Blvd., Suite 300, Yardley, PA 19067."
false_positives_value,"104 North York Road, Hatboro, PA 19040."
false_positives_value,"Eric M. Mika, Esquire, Certified Elder Law Attorney, Toole, Mika & Jones, LLC, 26 East Centre Street, Shenandoah, PA 17976 FALKENSTEN, BETTY R. a/k/a DR. BETTY R. FALKENSTEN a/k/a ELIZABETH R. FALKEN- STEN, deceased Late of Minersville Borough, Schuylkill County, PA Executors: John A. Moran, Jr., 25884 Sycamore Grove Place, Al- die, VA 20105 and Kelly A. Boyer, 110 Woodland Drive, Pottsville, PA 17901"
false_positives_value,5 4
false_positives_value,"six (26) minutes West, along the South line of land now or formerly of Mrs. M. D. Rockwell, ninety-five (95) feet, more or less to the Southeast corner of land conveyed by Jacob A. Healer to Irving Lincoln; running thence along the East line of said Lincoln land North two and one-half"
false_positives_value,"1, 2024, at 9:30 A.M. Estate Number 2620-0086 30-OC-2021 Estate Name SHERMAN WAYNE FRIEND CHARLES A. KESSLER Accountant James E. Higinbotham, Administrator DBNCTA Federated Guardians Notice is also hereby given that all of the foregoing Accounts will be called for Audit on Monday, April 15, 2024, at 9:30 A.M. in Courtroom No. 1 of the Honorable President Judge Steve P. Leskinen or his chambers, Second Floor, Courthouse, Uniontown, Fayette County, Pennsylvania, at which time the Court will examine and audit said accounts, hear exceptions to same or fix a time therefore, and make distribution of the balance ascertained to be in the hands of the Accountants."
false_positives_value,"56-22-00161 MEGAN E. WILL, Esq. 425 ----- EXECUTORS' NOTICE Estate of JACK E. MOSHOLDER, Somerset Deceased, County, Township, Pennsylvania."
false_positives_value,"8 Woodland Road, Newtown, PA 18940."
false_positives_value,"3) Administratrix: Yvonne E. Massey P.O. Box 70 Hiller, PA 15444 c/o P.O. Box 488 California, PA 15419"
false_positives_value,"22 New Cumberland, PA 17070 ESTATE OF VIRGINIA B. WENNER, late of Lower Paxton Township, Dauphin County, PA The Register of Wills has granted Letters on the Estate of the Decedent."
false_positives_value,18A TO THE CENTER LINE OF SAID PARKDALE DRIVE AND FRONTING ON SAID PARKDALE DRIVE A DISTANCE OF ONEHUNDRED (100) FEET FROM THE SOUTHEAST CORNER OF LOT
false_positives_value,"133 East Broad Street, Bethlehem, PA 18018 JOHNSON, HARRY J., JR., dec’d."
false_positives_value,"300 W. State Street, Suite 300, Media, PA 19063 CIERVO, JUNE, dec’d. — 30 — Copyright © Montgomery Bar Association 2024 03/14/2024"
false_positives_value,"2511(b), between Mother and Child."
false_positives_value,37 DELAWARE COUNTY LEGAL JOURNAL Vol. 111
false_positives_value,"18 Campus Boulevard, Suite 100, Newtown Square, PA 19073 CRUZ, FLORA V., dec’d."
false_positives_value,"One Summit Street, Philadelphia, PA 19118 HALL JR., JAMES L. also known as JAMES LEE HALL, JR."
false_positives_value,"23 16228; P. Anglin, IPP."
false_positives_value,"23 341; L. Cottone, IPP."
false_positives_value,"1, 2024"
false_positives_value,"2023 MORTGAGE FORECLOSURE ALL THAT CERTAIN lot or piece of ground with the buildings and improve- ments thereon erected, Situate in the Township of Upper Darby, County of Dela- ware and Commonwealth of Pennsylvania, and described according to a Plan of Lots surveyed for James J. Andrien by Damon and Foster, Civil Engineers, Upper Darby, Pennsylvania, February 10, 1925, and more particularly described as follows, to wit: BEGINNING at a point in the center line of Fairview Avenue (40 feet wide) at the distance of 370 feet on a course North 20 degrees, 3 minutes, 20 seconds East, measured from the intersection of the cen- ter line of Fairview Avenue (40 feet wide) with the center line of Lenox Avenue (40 feet wide); thence along the center line of Fairview Avenue (40 feet wide), North 20 degrees, 3 minutes, 20 seconds East, 25 feet and extending of that width in length or depth between parallel line at a right angles to said center line of Fairview Avenue the Northeasterly line thereof passing through the center of a party wall between this and the premises adjoining on the Northeast and the Southeasterly line thereof passing through a joint driveway on a course North 69 degrees, 56 minutes, 40 seconds West, 110 feet."
false_positives_value,"1:30 PM Docket #: 593-2020 Commonwealth of PA vs. Robert Mandato Arraignment Plaintiff Attorney: District Attorney Defense Attorney: Robert M. Gramburg, Esq."
false_positives_value,"2) courses and distances, viz: (1) along the centerline of a joint access easement passing over an iron pin on the southern existing right-of-way line of said State Highway SR-1008 located a distance of 32.89 feet from the last described point South 10 degrees 28 minutes 56 seconds West a distance of 565.54 feet to a point, a corner marked by an iron pin; (2) leaving said joint driveway easement South 65 degrees 40 minutes 20 seconds West a distance of 340.64 feet to a point, a corner in line of property belonging to Steven R. Stamm (shown as Lot 11 of the aforementioned Haas Subdivision) marked by an iron pin; thence along the same North 08 degrees 11 minutes 30 seconds West a distance of 185.00 feet to a point, a corner of Lot 1 of the Adams Subdivision, marked by an iron pin; thence along said Lot 1 and along Lot 2 of the Adams Subdivision passing over an iron pin located a distance of 122.01 feet from the next described point, said iron pin marking the common corner of said Lot 1 and Lot 2 North 65 degrees 40 minutes 20 seconds East a distance of 312.79 feet to a point, a corner marked by LEGAL NOTICES BERKS COUNTY LAW JOURNAL11/23/2023Vol."
false_positives_value,"28 NOTICE NOTICE IS HEREBY GIVEN that on January 19, 2021 Yazmarie Krammes Hernandez filed a petition divorce for her spouse Shawn M. Krammes in the Northampton County Court of Common Pleas NO."
false_positives_value,"587, B/L 380-R-102. 97."
false_positives_value,"1684 S. Broad Street, Suite 230, Lansdale, PA 19446 COOKE, MARGARET L., dec’d."
false_positives_value,16 —
false_positives_value,202309408.
false_positives_value,"2083 N. Oak Lane, State College, PA 16803, Executrix; Desiree F. Fralick, Esquire, THE MAZZA LAW GROUP, P.C., 2790 W. College Avenue, Suite 800, State College, PA 16801, Attorney. _______"
false_positives_value,"$51,274.41 Attorney: Brock & Scott, PLLC LEGAL DESCRIPTION ALL THAT CERTAIN dwelling together with the lot or piece of ground upon which the same is erected, being House Number 1024 Elm Street, situate on the Southeasterly corner of Elm and Mulberry Streets, in the City of Reading, County of Berks and Commonwealth of Pennsylvania, more fully bounded and described as follows."
false_positives_value,"30, 1964 from Robert P. Lacich and Georgia Lacich, Husband and Wife, to Anderson T. Tatum, Jr. and Mary E. Tatum, Husband and Wife and recorded in the Office of the Recorder of Deeds of Mercer County, Pennsylvania, on July 16, 1964 in Deed Book Volume 1964, Page 1468."
false_positives_value,"$58,475.77 improvements ALL THAT CERTAIN lot or piece of ground with thereon erected situate in the 1st Ward of the Borough of Steelton, Dauphin County, Commonwealth of Pennsylvania, being Lot Number 72 on Plan of Lots by Litch, Couffer and Hess recorded in Plan Book “A”, Page 76."
false_positives_value,"191-2020 R SUR JUDGEMENT NO._I91-2020_AT THE SUIT OF U.S. Bank National Association, not in its individual capacity but solely as trustee for the RMAC Trust, Series 20 16-CTT vs Dominick Pezzella and Maria Pezzella DEFENDANTS, I WILL EXPOSE TO SALE OF PUBLIC VENDUE OR OUTCRY IN THE PIKE COUNTY ADMINISTRATION BUILDING, 506 BROAD STREET, MILFORD, PA 18337 ON WEDNESDAY February 17. 2021 at 11:00 AM PREVAILING TIME IN THE AFORENOON OF SAID DATE: ALL THAT CERTAIN lot, piece or parcel of land, situate, lying and being in the Township of Lehman, County of Pike, and Commonwealth of Pennsylvania, more particularly described as follows: Lot No. 48, Stage 5, Pine Ridge, as shown on Plat of Pine Ridge, Inc., Stage Five, recorded in the Office of the Recorder of Deeds of Pike County in Plat Book Volume 9, page 219 on July 21, 1972."
false_positives_value,#2023-CV- 07085 NOTICE is further given to all parties in interest and claimants.
false_positives_value,"12, 2024, the Petition of Wasana Phukhao was filed in the above-named Court, praying for a Decree to change the Petitioner’s name to WASANA P.D. KLAYSON."
false_positives_value,"112 Wayne, PA 19087"
false_positives_value,"234500.00 Milford Twp 101000.00 Delaware Twp Vavilchekov Roman Vellecca Linda Vellecca Robert N 1.00 Blooming Grove Twp 482000.00 Palmyra Twp 233000.00 Lackawaxen Twp Vol. XIII, No."
false_positives_value,5 Writ of Execution No.
false_positives_value,"10094, Page 132."
false_positives_value,1 S 8
false_positives_value,104 Issue 34 WASHINGTON COUNTY REPORTS 27 28 WASHINGTON
false_positives_value,"$303,004.55."
false_positives_value,"Michael J Pater Charlton Law 101 East Diamond Street Suite 202 Butler PA 16001 BCLJ: June 16, 23, 30, 2023 Estate of: John P Fillo a/k/a: John Paul Fillo a/k/a: John Fillo Late of: Summit Township PA Executor: Kathleen B Fillo 306 Mitchell Hill Road Butler PA 16002"
false_positives_value,"82 Salem Road, Schwenksville, PA 19473."
false_positives_value,"35 DEGREES, 00 MINUTES, 56 SECONDS WEST FOR A DISTANCE OF 154.07 FEET TO ANOTHER POINT"
false_positives_value,23 16305; Jonathan P. Cawley.
false_positives_value,"2018-02740, issued out of the Court of Common Pleas of Montgomery County, Pa., to me directed will be sold at a Public on-line auction conducted by Bid4Assets, 8757 Georgia Ave., Suite 520, Silver Springs, MD 20910."
false_positives_value,202403803; Petition.
false_positives_value,"515 Chester Ave., Moorestown, NJ 08057."
false_positives_value,96970087
false_positives_value,21 046 002 002
false_positives_value,"412-350-4704 daily Monday through Friday (except holidays,) between the hours of 9:00 AM and 11:00 AM and from 1:00 PM to 3:00 PM."
false_positives_value,"one-thousand eleven and fifty-one hundredths (1,011.51) feet to an iron pin in the aforesaid Gelsinger Road and in line of property now or late of Lester G. Trupp, known as number 199 Gelsinger Road; thence partly by the same and partly by property now or late of William S. Mutter, known as number 177 Gelsinger Road, and extending in and along the center of the same, North fifty-seven degrees (57°) thirty-three minutes"
false_positives_value,2600
false_positives_value,1/29/2021
false_positives_value,"2106 OF 2023, G.D. THE BOROUGH OF POINT MARION, FAYETTE COUNY, PA, PLAINTIFF, vs. DALTON BLOSSER, his heirs and assigns, DEFENDANTS."
false_positives_value,717 R Bear Creek Road Cabot PA 16023
false_positives_value,"set forth is sufficient, you may within forty-five (45) days from the date of the notice, but no later than May 27, 2024, petition the Court of Somerset County, Pennsylvania, to disapprove the Sale as provided in said Real Estate Tax Sale Law."
false_positives_value,"11,150.61 Parker McCay, P.A., Attorneys No."
false_positives_value,"202403602; Complaint in Confession of Judgment; $20,687.53."
false_positives_value,39 - ISSUE 09
false_positives_value,110 AND 111
false_positives_value,2019-00216.
false_positives_value,"33 on a certain Plan of Lots known as Pleasantview Terrace as recorded in Plan Book G, Page 21, Dauphin County records."
false_positives_value,"48 FEET 3 1/2 INCHES MORE OR LESS, AND IN THE REAR 49 FEET MORE OR LESS AND IN-DEPTH ALONG THE NORTHEASTERN BOUNDARY 92 FEET 10 INCHES, MORE OR LESS AND ALONG THE SOUTHWESTERN BOUNDARY 100 FEET MORE OR LESS."
false_positives_value,21 (SALE NO. 13) Plaintiff: ONSLOW BAY FINAN- CIAL LLC.
false_positives_value,"Deborah Rammel McKeel, 3721 Rock Bridge Dr. NE, Conover, NC 28613 and Carolyn Lee Rammel (Named in Will as Carolyn Leigh Rammel), 594 Grove St., Glencoe, IL 60022."
false_positives_value,"33 Attorney: ADAM S. BERNICK, Law Office of Faye Riva Cohen, PC, 2047 Locust St., Philadelphia, PA 19104."
false_positives_value,"161 Berwyn, PA 19312 DELAWARE COUNTY LEGAL JOURNAL Vol. 111"
false_positives_value,three times.
false_positives_value,DI PAOLO WOODWORKS with a principal place of business located at
false_positives_value,"227 Drake Road, Bethel Park, PA 15102."
false_positives_value,"72-6700,72-819-055 JUDGMENT - $ 72,785.18 SCOTT, GEORGIA MEHALKO, SEIZED AND TAKEN IN EXECUTION"
false_positives_value,"443 E. Center St., Nesquehon- ing, PA 18240."
false_positives_value,"426 Strocks Grove Road, Upper Black Eddy, PA 18972."
false_positives_value,"0 0 0 , 3 1 $ s o t n a s s o l e"
false_positives_value,"2023-01108 MCCABE WEISBERG & CONWAY PC PLAINTIFF'S ATTORNEY JANUARY 2, 2024 LEVIED ON THE FOLLOWING ALL THE RIGHT, TITLE, INTEREST AND THE DEFENDANT(S) CLAIM OF GEORGIA SCOTT, KNOWN SURVIVING HEIR OF PAUL MEHALKO, GREGORY MEHALKO,"
false_positives_value,"237 East Queen Street, Chambersburg, PA 17201 Co-Executors: Matthew Jeremy Rice, David Lee Rice, and Christina May Rice Reese, c/o Strausbaugh Law, PLLC, 1201 West Elm Avenue, Suite #2, Hanover, PA 17331"
false_positives_value,"0 0 0 , 3 $ O C / S N W A H S A B D R A W B D R A W I G N D A E R F O Y T I C T S Y E L O 2"
false_positives_value,"7/17/2001, recorded on 7/30/2001 in Deed Book Volume 3372, Page 2373."
false_positives_value,2004-4 Plaintiff 12 NORTHAMPTON COUNTY REPORTER Vol.
false_positives_value,fifteen (15') foot alley; on the East by Lot Number Eighty-six (86) of said Plan; on the South by Alcoma Street; and on the West by a fifteen (15') foot alley.
false_positives_value,"18, 2023 dismissing the federal action for lack of subject matter"
false_positives_value,"1117 Bridge Road, Suite A, P.O. Box 268, Creamery, PA 19430, 610-409-2909 WHELAN, ELIZABETH C., dec’d."
